precip,wind_max,day,weekday,month,monthday,hi,lo,humiditymod,wind,windir,eff_high,eff_low,spec,wind_low,wind_missile,wind_melee,wind_move,viz_day,viz_twi,viz_moon,viz_dark
Moderate Rain (<3/4 inch),0,1105,Twiceday,Springmoon,26,85,70,90,0,Indescernable,100,80,Normal,0,-,-,-,150,100,25,15
No Precipitation,15,1106,Thriceday,Springmoon,27,80,60,84,15,From Arctic,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,1107,Fourday,Springmoon,28,80,65,90,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),10,1108,Freeday,Springmoon,29,80,60,84,10,Prevailing Direction,90,70,Normal,5,-,-,-,400,250,50,25
Light Rain (<1/2 inch),0,1109,Godsday,Springmoon,30,85,65,77,0,Indescernable,100,75,Normal,0,-,-,-,400,250,50,25
Heavy Rain (<1.5 inch),0,1110,Moonday,Eostara,1,90,75,90,0,Indescernable,105,85,Heatwave,0,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),0,1111,Twiceday,Eostara,2,90,75,86,0,Indescernable,105,85,Heatwave,0,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),10,1112,Thriceday,Eostara,3,90,75,90,10,Prevailing Direction,105,85,Heatwave,5,-,-,-,150,100,25,15
No Precipitation,25,1113,Fourday,Eostara,4,85,65,74,25,Prevailing Direction,95,70,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,1114,Freeday,Eostara,5,80,65,74,40,Prevailing Direction,85,65,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
Heavy Rain (<1.5 inch),30,1115,Godsday,Eostara,6,85,70,83,30,From Tropics,95,75,Normal,15,-1/-2/-3/X,-1,0.75,50,30,15,10
No Precipitation,30,1116,Moonday,Eostara,7,85,70,88,30,Prevailing Direction,95,75,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Rain (<3/4 inch),20,1117,Twiceday,Eostara,8,90,70,76,20,From Tropics,100,75,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,20,1118,Thriceday,Eostara,9,85,70,79,20,Prevailing Direction,95,75,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),10,1119,Fourday,Eostara,10,90,70,79,10,Prevailing Direction,105,80,Normal,5,-,-,-,50,30,15,10
No Precipitation,0,1120,Freeday,Eostara,11,90,70,87,0,Indescernable,105,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1121,Godsday,Eostara,12,80,65,83,15,From Arctic,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),25,1122,Moonday,Eostara,13,80,60,78,25,Prevailing Direction,85,65,Normal,12.5,-1/-2/-3/X,-1,0.75,50,30,15,10
Heavy Rain (<1.5 inch),0,1123,Twiceday,Eostara,14,85,70,88,0,Indescernable,100,80,Normal,0,-,-,-,50,30,15,10
No Precipitation,0,1124,Thriceday,Eostara,15,90,70,88,0,Indescernable,105,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1125,Fourday,Eostara,16,85,65,89,15,Prevailing Direction,100,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,1126,Freeday,Eostara,17,80,65,80,30,Prevailing Direction,85,70,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Heavy Rain (<1.5 inch),0,1127,Godsday,Eostara,18,70,55,72,0,Indescernable,80,65,Normal,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,1128,Moonday,Eostara,19,75,55,71,0,Indescernable,85,65,Normal,0,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),0,1129,Twiceday,Eostara,20,80,60,80,0,Indescernable,90,70,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,1130,Thriceday,Eostara,21,80,65,85,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),10,1131,Fourday,Eostara,22,80,60,77,10,Prevailing Direction,90,70,Normal,5,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),20,1132,Freeday,Eostara,23,70,55,87,20,From Arctic,75,60,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
Moderate Rain (<3/4 inch),10,1133,Godsday,Eostara,24,75,55,81,10,Prevailing Direction,85,65,Normal,5,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),0,1134,Moonday,Eostara,25,80,65,85,0,Indescernable,90,75,Normal,0,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),10,1135,Twiceday,Eostara,26,80,60,72,10,Prevailing Direction,90,70,Normal,5,-,-,-,150,100,25,15
No Precipitation,10,1136,Thriceday,Eostara,27,80,60,78,10,Prevailing Direction,90,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,1137,Fourday,Eostara,28,85,65,81,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1138,Freeday,Eostara,29,80,60,87,15,From Arctic,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),5,1139,Godsday,Eostara,30,80,65,82,5,Prevailing Direction,90,75,Normal,2.5,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),45,1140,Moonday,Pasturemoon,1,70,55,79,45,Prevailing,70,55,Gale,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
Moderate Rain (<3/4 inch),35,1141,Twiceday,Pasturemoon,2,75,55,76,35,Prevailing Direction,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,35,1142,Thriceday,Pasturemoon,3,75,55,72,35,Prevailing Direction,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,1143,Fourday,Pasturemoon,4,80,60,85,20,Prevailing Direction,85,65,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,35,1144,Freeday,Pasturemoon,5,70,55,73,35,From Arctic,75,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,1145,Godsday,Pasturemoon,6,80,65,89,20,From Tropics,85,70,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),30,1146,Moonday,Pasturemoon,7,80,60,73,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,45,1147,Twiceday,Pasturemoon,8,70,55,88,45,From Arctic,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),35,1148,Thriceday,Pasturemoon,9,80,60,80,35,From Tropics,85,65,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
Moderate Rain (<3/4 inch),45,1149,Fourday,Pasturemoon,10,70,55,78,45,From Arctic,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,45,1150,Freeday,Pasturemoon,11,75,55,79,45,Prevailing Direction,80,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),45,1151,Godsday,Pasturemoon,12,70,55,72,45,From Arctic,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Moderate Rain (<3/4 inch),0,1152,Moonday,Pasturemoon,13,80,65,71,0,Indescernable,90,75,Normal,0,-,-,-,150,100,25,15
Trace Rain (<1/8 inch),10,1153,Twiceday,Pasturemoon,14,80,60,76,10,Prevailing Direction,90,70,Normal,5,-,-,-,400,250,50,25
No Precipitation,0,1154,Thriceday,Pasturemoon,15,85,65,82,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1155,Fourday,Pasturemoon,16,80,65,77,15,Prevailing Direction,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,1156,Freeday,Pasturemoon,17,75,55,84,30,From Arctic,80,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,1157,Godsday,Pasturemoon,18,80,60,78,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1158,Moonday,Pasturemoon,19,85,70,72,0,Indescernable,100,80,Evening Mist/Fog: 5 hours,0,-,-,-,150,100,25,15
No Precipitation,0,1159,Twiceday,Pasturemoon,20,90,70,84,0,Indescernable,105,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1160,Thriceday,Pasturemoon,21,85,70,80,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),0,1161,Fourday,Pasturemoon,22,90,70,71,0,Indescernable,105,80,Normal,0,-,-,-,400,250,50,25
Light Rain (<1/2 inch),10,1162,Freeday,Pasturemoon,23,85,70,79,10,Prevailing Direction,100,80,Normal,5,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),0,1163,Godsday,Pasturemoon,24,90,70,78,0,Indescernable,105,80,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,1164,Moonday,Pasturemoon,25,90,70,84,0,Indescernable,105,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1165,Twiceday,Pasturemoon,26,85,65,71,15,Prevailing Direction,100,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1166,Thriceday,Pasturemoon,27,70,50,75,0,Indescernable,80,50,Coldwave,0,-,-,-,150,100,25,15
Light Rain (<1/2 inch),0,1167,Fourday,Pasturemoon,28,70,50,89,0,Indescernable,80,50,Coldwave,0,-,-,-,400,250,50,25
No Precipitation,0,1168,Freeday,Pasturemoon,29,70,50,83,0,Indescernable,80,50,Coldwave,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),0,1169,Godsday,Pasturemoon,30,70,50,72,0,Indescernable,80,50,Coldwave,0,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),0,1170,Moonday,Fallowmoon,1,70,50,49,0,Indescernable,75,50,Extreme Precipitation,0,-,-,-,400,250,50,25
Moderate Rain (<3/4 inch),10,1171,Twiceday,Fallowmoon,2,70,50,63,10,From Arctic,75,50,Normal,5,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),0,1172,Thriceday,Fallowmoon,3,75,55,49,0,Indescernable,80,60,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,1173,Fourday,Fallowmoon,4,75,55,65,0,Indescernable,80,60,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1174,Freeday,Fallowmoon,5,80,65,53,0,Indescernable,85,70,Normal,0,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),0,1175,Godsday,Fallowmoon,6,85,70,54,0,Indescernable,95,75,Evening Mist/Fog: 5 hours,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,1176,Moonday,Fallowmoon,7,85,70,43,0,Indescernable,95,75,Normal,0,-,-,-,50,30,15,10
No Precipitation,0,1177,Twiceday,Fallowmoon,8,85,65,54,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1178,Thriceday,Fallowmoon,9,85,70,54,0,Indescernable,95,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,15,1179,Fourday,Fallowmoon,10,80,60,42,15,From Arctic,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,1180,Freeday,Fallowmoon,11,70,55,42,30,From Arctic,70,55,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,1181,Godsday,Fallowmoon,12,70,50,53,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,1182,Moonday,Fallowmoon,13,70,55,58,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),45,1183,Twiceday,Fallowmoon,14,70,50,44,45,From Arctic,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,30,1184,Thriceday,Fallowmoon,15,75,55,68,30,Prevailing Direction,80,55,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,1185,Fourday,Fallowmoon,16,75,55,62,30,Prevailing Direction,80,55,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Heavy Rain (<1.5 inch),20,1186,Freeday,Fallowmoon,17,80,60,55,20,Prevailing Direction,85,60,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,35,1187,Godsday,Fallowmoon,18,75,55,63,35,Prevailing Direction,80,55,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Heavy Rain (<1.5 inch),45,1188,Moonday,Fallowmoon,19,70,55,69,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,50,30,15,10
No Precipitation,45,1189,Twiceday,Fallowmoon,20,70,50,64,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),35,1190,Thriceday,Fallowmoon,21,70,55,66,35,Prevailing Direction,70,55,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
Heavy Rain (<1.5 inch),25,1191,Fourday,Fallowmoon,22,80,60,53,25,From Tropics,85,60,Normal,12.5,-1/-2/-3/X,-1,0.75,50,30,15,10
Moderate Rain (<3/4 inch),15,1192,Freeday,Fallowmoon,23,80,65,51,15,Prevailing Direction,85,70,Normal,7.5,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,15,1193,Godsday,Fallowmoon,24,80,65,64,15,Prevailing Direction,85,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),25,1194,Moonday,Fallowmoon,25,75,55,53,25,From Arctic,80,55,Normal,12.5,-1/-2/-3/X,-1,0.75,150,100,25,15
No Precipitation,25,1195,Twiceday,Fallowmoon,26,75,55,56,25,Prevailing Direction,80,55,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Heavy Rain (<1.5 inch),35,1196,Thriceday,Fallowmoon,27,70,55,56,35,Prevailing Direction,70,55,Normal,17.5,-2/-4/X/X,-3,2/3,50,30,15,10
No Precipitation,20,1197,Fourday,Fallowmoon,28,80,60,60,20,From Tropics,85,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),30,1198,Freeday,Fallowmoon,29,75,55,60,30,Prevailing Direction,80,55,Normal,15,-1/-2/-3/X,-1,0.75,150,100,25,15
Moderate Rain (<3/4 inch),20,1199,Godsday,Fallowmoon,30,80,65,43,20,From Tropics,85,65,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,5,1200,Moonday,Midsummer,1,85,70,88,5,From Tropics,100,80,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,20,1201,Twiceday,Midsummer,2,80,65,81,20,Prevailing Direction,85,70,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,5,1202,Thriceday,Midsummer,3,85,65,87,5,Prevailing Direction,100,75,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,20,1203,Fourday,Midsummer,4,80,65,85,20,Prevailing Direction,85,70,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,35,1204,Freeday,Midsummer,5,75,55,85,35,From Arctic,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),25,1205,Godsday,Midsummer,6,80,60,87,25,Prevailing Direction,85,65,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,10,1206,Moonday,Midsummer,7,85,65,77,10,From Tropics,100,75,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,1207,Twiceday,Midsummer,8,85,70,77,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),10,1208,Thriceday,Midsummer,9,80,65,75,10,From Arctic,90,75,Normal,5,-,-,-,150,100,25,15
No Precipitation,25,1209,Fourday,Midsummer,10,75,55,88,25,From Arctic,80,60,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Light Rain (<1/2 inch),15,1210,Freeday,Midsummer,11,80,60,84,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,400,250,50,25
Trace Rain (<1/8 inch),5,1211,Godsday,Midsummer,12,80,65,77,5,Prevailing Direction,90,75,Normal,2.5,-,-,-,400,250,50,25
Moderate Rain (<3/4 inch),0,1212,Moonday,Midsummer,13,85,65,83,0,Indescernable,100,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,15,1213,Twiceday,Midsummer,14,80,65,73,15,Prevailing Direction,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),25,1214,Thriceday,Midsummer,15,80,60,72,25,Prevailing Direction,85,65,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,40,1215,Fourday,Midsummer,16,70,55,85,40,From Arctic,70,55,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,1216,Freeday,Midsummer,17,70,50,89,45,From Arctic,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),0,1217,Godsday,Midsummer,18,80,60,84,0,Indescernable,90,70,Normal,0,-,-,-,150,100,25,15
No Precipitation,15,1218,Moonday,Midsummer,19,75,55,88,15,Prevailing Direction,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,1219,Twiceday,Midsummer,20,70,50,86,30,From Arctic,75,50,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Rain (<3/4 inch),0,1220,Thriceday,Midsummer,21,65,45,72,0,Indescernable,75,45,Coldwave,0,-,-,-,150,100,25,15
No Precipitation,0,1221,Fourday,Midsummer,22,65,45,74,0,Indescernable,75,45,Coldwave,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),0,1222,Freeday,Midsummer,23,65,45,85,0,Indescernable,75,45,Coldwave,0,-,-,-,400,250,50,25
Moderate Rain (<3/4 inch),0,1223,Godsday,Midsummer,24,70,55,85,0,Indescernable,80,65,Normal,0,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),0,1224,Moonday,Midsummer,25,80,65,77,0,Indescernable,90,75,Morning Mist/Fog: 2 hours,0,-,-,-,150,100,25,15
No Precipitation,0,1225,Twiceday,Midsummer,26,80,65,72,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1226,Thriceday,Midsummer,27,80,60,71,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,1227,Fourday,Midsummer,28,80,65,83,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1228,Freeday,Midsummer,29,80,65,90,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1229,Godsday,Midsummer,30,85,65,83,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1230,Moonday,Haymoon,1,85,70,78,0,Indescernable,100,80,Normal,0,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),0,1231,Twiceday,Haymoon,2,85,70,73,0,Indescernable,100,80,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,1232,Thriceday,Haymoon,3,85,65,78,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1233,Fourday,Haymoon,4,85,65,77,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),10,1234,Freeday,Haymoon,5,80,65,75,10,Prevailing Direction,90,75,Normal,5,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),0,1235,Godsday,Haymoon,6,85,65,87,0,Indescernable,100,75,Normal,0,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),0,1236,Moonday,Haymoon,7,85,70,87,0,Indescernable,100,80,Normal,0,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),10,1237,Twiceday,Haymoon,8,85,65,89,10,Prevailing Direction,100,75,Normal,5,-,-,-,150,100,25,15
No Precipitation,0,1238,Thriceday,Haymoon,9,85,70,75,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1239,Fourday,Haymoon,10,85,70,76,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1240,Freeday,Haymoon,11,85,70,85,0,Indescernable,100,80,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,1241,Godsday,Haymoon,12,85,65,81,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),10,1242,Moonday,Haymoon,13,80,60,71,10,From Arctic,90,70,Normal,5,-,-,-,50,30,15,10
No Precipitation,0,1243,Twiceday,Haymoon,14,80,65,88,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),10,1244,Thriceday,Haymoon,15,80,60,74,10,Prevailing Direction,90,70,Normal,5,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,1245,Fourday,Haymoon,16,85,65,88,0,Indescernable,100,75,Normal,0,-,-,-,50,30,15,10
No Precipitation,0,1246,Freeday,Haymoon,17,85,65,84,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1247,Godsday,Haymoon,18,85,70,86,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),10,1248,Moonday,Haymoon,19,85,65,83,10,Prevailing Direction,100,75,Normal,5,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),20,1249,Twiceday,Haymoon,20,80,65,84,20,Prevailing Direction,85,70,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,20,1250,Thriceday,Haymoon,21,80,65,89,20,Prevailing Direction,85,70,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,1251,Fourday,Haymoon,22,70,55,78,0,Indescernable,80,65,Extreme Precipitation,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),10,1252,Freeday,Haymoon,23,70,50,90,10,Prevailing Direction,80,50,Normal,5,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),0,1253,Godsday,Haymoon,24,70,55,75,0,Indescernable,80,65,Normal,0,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),0,1254,Moonday,Haymoon,25,80,60,82,0,Indescernable,90,70,Normal,0,-,-,-,50,30,15,10
No Precipitation,0,1255,Twiceday,Haymoon,26,85,65,86,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1256,Thriceday,Haymoon,27,85,70,71,0,Indescernable,100,80,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,1257,Fourday,Haymoon,28,85,65,71,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1258,Freeday,Haymoon,29,85,70,80,0,Indescernable,100,80,Normal,0,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),0,1259,Godsday,Haymoon,30,85,70,74,0,Indescernable,100,80,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,1260,Moonday,Harvest,1,85,65,74,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1261,Twiceday,Harvest,2,80,60,82,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),5,1262,Thriceday,Harvest,3,80,65,87,5,Prevailing Direction,90,75,Normal,2.5,-,-,-,400,250,50,25
No Precipitation,0,1263,Fourday,Harvest,4,85,65,72,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,1264,Freeday,Harvest,5,80,65,77,10,Prevailing Direction,90,75,Normal,5,-,-,-,400,250,50,25
No Precipitation,0,1265,Godsday,Harvest,6,85,65,82,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1266,Moonday,Harvest,7,80,60,74,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1267,Twiceday,Harvest,8,85,65,72,0,Indescernable,100,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,1268,Thriceday,Harvest,9,80,65,71,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),10,1269,Fourday,Harvest,10,80,60,84,10,Prevailing Direction,90,70,Normal,5,-,-,-,400,250,50,25
Light Rain (<1/2 inch),0,1270,Freeday,Harvest,11,85,65,90,0,Indescernable,100,75,Normal,0,-,-,-,400,250,50,25
Light Rain (<1/2 inch),10,1271,Godsday,Harvest,12,80,60,90,10,From Arctic,90,70,Normal,5,-,-,-,400,250,50,25
No Precipitation,0,1272,Moonday,Harvest,13,80,65,80,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1273,Twiceday,Harvest,14,85,65,79,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),10,1274,Thriceday,Harvest,15,80,65,79,10,Prevailing Direction,90,75,Normal,5,-,-,-,150,100,25,15
No Precipitation,25,1275,Fourday,Harvest,16,75,55,79,25,From Arctic,80,60,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,1276,Freeday,Harvest,17,70,55,77,40,Prevailing Direction,70,55,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),0,1277,Godsday,Harvest,18,80,65,71,0,Indescernable,90,75,Morning Mist/Fog: 1 hours,0,-,-,-,150,100,25,15
No Precipitation,15,1278,Moonday,Harvest,19,80,60,81,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,1279,Twiceday,Harvest,20,80,65,90,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
Light Rain (<1/2 inch),0,1280,Thriceday,Harvest,21,85,65,72,0,Indescernable,100,75,Normal,0,-,-,-,400,250,50,25
Moderate Rain (<3/4 inch),10,1281,Fourday,Harvest,22,80,65,75,10,Prevailing Direction,90,75,Normal,5,-,-,-,150,100,25,15
No Precipitation,0,1282,Freeday,Harvest,23,85,65,81,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1283,Godsday,Harvest,24,75,55,71,15,From Arctic,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,1284,Moonday,Harvest,25,75,55,88,15,Prevailing Direction,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,1285,Twiceday,Harvest,26,75,55,75,15,Prevailing Direction,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),65,1286,Thriceday,Harvest,27,70,50,89,65,Prevailing,70,50,Gale,32.5,-4/-6/X/X,-4,0.5,150,100,25,15
Trace Rain (<1/8 inch),45,1287,Fourday,Harvest,28,70,50,85,45,From Arctic,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Moderate Rain (<3/4 inch),35,1288,Freeday,Harvest,29,70,55,81,35,Prevailing Direction,75,60,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,35,1289,Godsday,Harvest,30,70,55,87,35,Prevailing Direction,75,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,1290,Moonday,Ambyrwoodmoon,1,75,55,42,20,Prevailing Direction,80,55,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
